name	targets
{3-[3-(3,4-Dimethoxy-Phenyl)-1-(1-{1-[2-(3,4,5-Trimethoxy-Phenyl)-Butyryl]-Piperidin-2yl}-Vinyloxy)-Propyl]-Phenoxy}-Acetic Acid	FKBP1A
Reduced Threonine	
2-{2-hydroxy-[1,1'-biphenyl]-3-yl}-1H-1,3-benzodiazole-5-carboximidamide	PRSS1,F2,PLAU
2-Aminophenol	COBT
Isocitric Acid	ICD,ICD,ACO2,IDH2,IDH1,PRPB
3-[Aminoethylphosphoryl]-[1,2-Di-Palmitoyl]-Sn-Glycerol	RHO
(1s,3s,4s)-1,3,4-Triphospho-Myo-Inositol	
(S)-Wiskostatin	WAS
(4r,5s,6s,7r)-1,3-Dibenzyl-4,7-Bis(Phenoxymethyl)-5,6-Dihydroxy-1,3 Diazepan-2-One	GAG-POL
L-Phospholactate	PKM
3-(Oxalyl-Amino)-Naphthalene-2-Carboxylic Acid	PTPN1
3-Chloroalaninate	ACDS
[3-(Dodecanoylamino)Propyl](Hydroxy)Dimethylammonium	SLC25A4
Nalpha-(2-Naphthylsulfonylglycyl)-3-Amidino-D,L-Phenylalanine-Isopropylester	PRSS1
Phosphorylcolamine	PRKCB
Allo-Isoleucine	
2-Amino-4-Butyl-5-Propylselenazole	
CRA_17693	PRSS1
(3r)-1-Acetyl-3-Methylpiperidine	PPIA
Pyoverdine-Chromophore	FPVA
Camphor	CAMC
N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)Isopipecolinic Acid Methyl Ester	PRSS1
D-Leucine	
Coprogen	FHUD
N-Benzyl-4-Sulfamoyl-Benzamide	CA2
1,2-Dimethoxyethane	
1-naphthaleneacetic acid	SKP1
3,3',5,5'-Tetraiodothyroacetic Acid	
S-adenosyl-L-homocysteine	PRMC,PAPS,CBIF,PCMT1,,PNMT,CMAA2,RSRIM,PRMC,PRMT3,HNMT,RSMH,ERMC',TRDMT1,GNMT,TRML,PVUIIM,DAM,PCAA,PRMT1,CYSG,HHAIM,SETD7,TRMD,MMAA2,DPH5,RDMB,TRMD,COBA,,CHER,TAQIM,PCM,COMTD1,DNRK,GAMT
4-Oxo-Nicotinamide-Adenine Dinucleotide Phosphate	FPRA
3,4-Dihydroxy-1-Methylquinolin-2(1h)-One	PIM1
N-[Isoleucinyl]-N'-[Adenosyl]-Diaminosufone	ILES
4-phospho-L-threonic acid	RPIA
3-Iodo-Tyrosine	TYRS
Kojic acid	
2-Methoxy-3-Isopropylpyrazine	LCN9
4-[5-[2-(1-Phenyl-Ethylamino)-Pyrimidin-4-Yl]-1-Methyl-4-(3-Trifluoromethylphenyl)-1h-Imidazol-2-Yl]-Piperidine	MAPK14
Acetoacetic Acid	FAH
7-thionicotinamide-adenine-dinucleotide phosphate	NNT
Dalfopristin	VATD
(5-Oxo-5,6-Dihydro-Indolo[1,2-a]Quinazolin-7-Yl)-Acetic Acid	CSNK2A1
Beta-(2-Naphthyl)-Alanine	YARS,PIN1,F2
Hemi-Babim	PRSS1,F2
Methylumbelliferyl Sialic Acid	
CRA_10991	PRSS1
3-[3-(2,3-Dihydroxy-Propylamino)-Phenyl]-4-(5-Fluoro-1-Methyl-1h-Indol-3-Yl)-Pyrrole-2,5-Dione	GSK3B
4-[3-Carboxymethyl-3-(4-Phosphonooxy-Benzyl)-Ureido]-4-[(3-Cyclohexyl-Propyl)-Methyl-Carbamoyl]Butyric Acid	V-SRC
Adenosine-5'-Monophosphate Glucopyranosyl-Monophosphate Ester	HLDD
Dihydroxyacetone	DHAK
M-Cresol	INS
Coa-S-Trimethylene-Acetyl-Tryptamine	AANAT
8-Amino-1,3-Dimethyl-3,7-Dihydropurine-2,6-Dione	FOLB
Glycerol-2-Phosphate	TPI
Fusicoccin	YWHAE
2,6-Dihydroanthra/1,9-Cd/Pyrazol-6-One	MAPK10,MAPK8IP1,MAPK8,TTK
Pantothenic acid	COAA
4-Flourobenzenesulfonamide	CA2
Dimethylallyl Diphosphate	FDPS,IDI1,ISPH
D-Alanine	NPRS,
4-Imino-5-Methidyl-2-Methylpyrimidine	THIE
1-Amino-2,3-Dihydroxy-5-Hydroxymethyl Cyclohex-5-Ene	
Sp-Adenosine-3',5'-Cyclic-Monophosphorothioate	PRKAR1A
Piclamilast	PDE4A,PDE4B,PDE4C,PDE4D
Adenylyl-3'-5'-Phospho-Uridine-3'-Monophosphate	
SB-409513	GSK3B
bis(molybdopterin)tungsten cofactor	
Phenyl Boronic Acid	COCE
Quinolinic Acid	NADC,NADC
(2r)-2-(Aminomethyl)-2,4-Dihydroxy-5-Oxo-3-(2-Oxoethyl)-2,5-Dihydro-1h-Imidazol-3-Ium	
Ethyl Dihydrogen Diphosphate	
4-Hydroxy-3-Methyl Butyl Diphosphate	IDI
N,4-Dihydroxy-N-Oxo-3-(Sulfooxy)Benzenaminium	YOPH,ARSA
(4r)-7aza-7,8-Dihydrolimonene	
2-(Trimethylammonium)Ethyl Thiol	SRTB
2-Ammoniobut-3-Enoate, 2-Amino-3-Butenoate	ACDS
Monoisopropylphosphorylserine	PRSS2,APR,PRSS1,ACHE
10-{4-Dimethylamino-5-[4-Hydroxy-6-Methyl-5-(6-Methyl-5-Oxo-Tetrahydro-Pyran-2-Yloxy)-Tetrahydro-Pyrane-2-Yloxy]-6-Methyl-Tetrahydro-Pyran-2-Yloxy}-8-Ethyl-1,8,11-Trihydroxy-7,8,9,10-Tetrahydro-Naphthacene-5,12-Dione	RDMC
N-[(3z)-5-Tert-Butyl-2-Phenyl-1,2-Dihydro-3h-Pyrazol-3-Ylidene]-N'-(4-Chlorophenyl)Urea	MAPK14
Thiarsahydroxy-Cysteine	ARSC
1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine	HCK,RET
[1-(1-Methyl-4,5-Dioxo-Pent-2-Enylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester	,CTSF
3h-Indole-5,6-Diol	LTF
Adenosine-3'-5'-Diphosphate	HS3ST1,SULT2B1,RNASE2,SULT1A1,HS3ST3A1,RNASE1,SULT2A1,SULT1E1,NDST1,ACPS,SULT1B1,TOPA
Pyridoxyl-Glutamic Acid-5'-Monophosphate	ILVE,HISC
2-Tridecanoyloxy-Pentadecanoic Acid	FHUA
Nz-(Dicarboxymethyl)Lysine	TALB
Castanospermine	XOG1
Threonine-Aspartic Ester	ANSB
O3-Sulfonylgalactose	MBL2
Phosphoenolpyruvate	AROG,KDSA,ENO3,SYNC,PCK1,KDSA,AROF
Compound 12, N-Acetyl-4-[(Carboxycarbonyl)(2-Carboxyphenyl)Amino]-N-Pentyl-1-Napthylalaniamide	PTPN1
L-N(Omega)-Nitroarginine-2,4-L-Diaminobutyric Amide	NOS3,NOS1
(4R,5R)-1,2-dithiane-4,5-diol	
Beta-D-Glucopyranose Spirohydantoin	PYGM
(3s)-Tetrahydrofuran-3-Yl (1r,2s)-3-[4-((1r)-2-{[(S)-Amino(Hydroxy)Methyl]Oxy}-2,3-Dihydro-1h-Inden-1-Yl)-2-Benzyl-3-Oxopyrrolidin-2-Yl]-1-Benzyl-2-Hydroxypropylcarbamate	GAG-POL
2-Amino-8-Methylquinazolin-4(3h)-One	TGT
N-Butyl Isocyanide	CAMC,,GLBN,MB
2,3,5,6-Tetrafluoro-4-Methoxy-Benzamide	LGALS3
Methylamine	AMTB
Desulfo-Coenzyme A	CAT
{4-[2-Acetylamino-2-(3-Carbamoyl-2-Cyclohexylmethoxy-6,7,8,9-Tetrahydro-5h-Benzocyclohepten-5ylcarbamoyl)-Ethyl]-2-Phosphono-Phenyl}-Phosphonic Acid	LCK
Tryptophanyl-5'amp	WARS,TRPS
4-[Hydroxy-[Methyl-Phosphinoyl]]-3-Oxo-Butanoic Acid	FAH
L-2-Amino-4-(Guanidinooxy)Butyric Acid	NOS3
(9R,10R)-9-(S-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene	GSTP1,GSTM1
4r-Fluoro-N6-Ethanimidoyl-L-Lysine	NOS2
[4-(6-Chloro-Naphthalene-2-Sulfonyl)-Piperazin-1-Yl]-(3,4,5,6-Tetrahydro-2h-[1,4']Bipyridinyl-4-Yl)-Methanone	PRSS1
O-acetyl-L-serine	PTGS1
6,4'-Dihydroxy-3-Methyl-3',5'-Dibromoflavone	
Propylene glycol	F13A1,LINB,CS1,FUCO,DHAB1
2-Deoxy-D-Glucitol 6-(E)-Vinylhomophosphonate	ISYNA1
4,6-Dideoxyglucose	TVAI,CGT,,AMYE,
3'-Phosphate-Adenosine-5'-Diphosphate	RNASE1,AAC
3-Amino-8,9,10-Trihydroxy-7-Hydroxymethyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione	PYGM
N,N-dimethylformamide	CELA1,REN
Oxidized Coenzyme A	FRC,
N-Carbamyl-D-Valine	
Isocitrate Calcium Complex	ICD
3,4-Dihydrouracil	
(2s,3s,8s,9s)-3-Amino-9-Methoxy-2,6,8-Trimethyl-10-Phenyldeca-4,6-Dienoic Acid	
Tetrabutylammonium Ion	KCSA,IGKC
Kaempherol	UGT3A1
Bacteriochlorophyll A	,FMOA
5-Bromonicotinamide	ART1
5-(Hydroxy-Methyl-Amino)-3-Methyl-Pyrrolidine-2-Carboxylic Acid	
Pimelic Acid	DAPD
Phosphoaspartate	PGMB,GLNG
[1-(4-Fluorobenzyl)Cyclobutyl]Methyl (1s)-1-[Oxo(1h-Pyrazol-5-Ylamino)Acetyl]Pentylcarbamate	CTSK
4-Diphosphocytidyl-2-C-Methyl-D-Erythritol 2-Phosphate	ISPF
Cordycepin Triphosphate	PAPOLA
Uridine diphosphate glucose	,GYG1,OTSA,GALT,GALE,RMLA,GALE,BGT,GLT6D1
Isopropyl beta-D-thiogalactopyranoside	LACZ,LACA,LACI
Inositol 1,3,4,5-Tetrakisphosphate	AKT1,PLEKHA4,BTK,DAPP1,ITPKA,CYTH2,CYTH3,PDPK1
5'-Guanosine-Diphosphate-Monothiophosphate	ARF6,TGM3,FTSZ,RAB11A
3-(6-Aminopyridin-3-Yl)-N-Methyl-N-[(1-Methyl-1h-Indol-2-Yl)Methyl]Acrylamide	FABI
RU79256	SRC
Glycyl-L-a-Aminopimelyl-E-(D-2-Aminoethyl)Phosphonate	
1,4-dithio-alpha-D-glucopyranose	AMY2B
[1-(1-Benzyl-3-Hydroxy-2-Oxo-Propylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester	,CTSF
2-deoxy-2-acetamido-beta-D-galactose-4-sulfate	,CSLB,,CSLA
Epothilone D	TUBA3C,TUBB,TUBB1,TUBB4B,TUBB4A,TUBA4A,TUBB3,TUBA1C,TUBA8,TUBA1B,TUBA1A
Tropinone	
8-Azaxanthine	UAO
Bis(5-Amidino-2-Benzimidazolyl)Methanone	PRSS1
N-Hydroxy 1n(4-Methoxyphenyl)Sulfonyl-4-(Z,E-N-Methoxyimino)Pyrrolidine-2r-Carboxamide	MMP3
Benzophenone	
(S)-2-{Methyl-[2-(Naphthalene-2-Sulfonylamino)-5-(Naphthalene-2-Sulfonyloxy)-Benzoyl]-Amino}-Succinicacid	MURA
3,4-Dihydroxycinnamic Acid	PYP,HUTH,MIF
2-Methylpentane-1,2,4-Triol	XYLA
(2s)-2-Amino-4-(Methylsulfanyl)-1-Pyridin-2-Ylbutane-1,1-Diol	MAP,MAP
N-(Sulfanylacetyl)Tyrosylprolylmethioninamide	LEF
2-Amino-3-Methyl-1-Pyrrolidin-1-Yl-Butan-1-One	DPP4
D-Galctopyranosyl-1-On	LACZ
Inhibitor BEA369	GAG-POL,GAG-POL
4-[5-(Trans-4-Aminocyclohexylamino)-3-Isopropylpyrazolo[1,5-a]Pyrimidin-7-Ylamino]-N,N-Dimethylbenzenesulfonamide	CDK2
16,17-Androstene-3-Ol	NR1I3
N,N-bis(3-(D-gluconamido)propyl)deoxycholamide	IGF1,PPARA
Tl-3-093	GAG-POL,POL
Hyperforin	PTGS1,NR1I2,ALOX5
N6-Benzyl Adenosine-5'-Diphosphate	SRC
Aspartyl-Adenosine-5'-Monophosphate	ASPS
M-Aminophenylboronic Acid	AMPC
2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride	HPGDS
(2S,3S)-2-azanyl-3-methyl-pentanedioic acid	
Nd1-Phosphonohistidine	PTSH
Sucrosofate	FGF1
1-Ethyl-Pyrrolidine-2,5-Dione	NSF,ERO1B
5-Bromo-2'-Deoxyuridine-5'-Monophosphate	THYX
D-Xylitol	XYLA,XYLA,XYLA,XYLA,
2-(2-Hydroxy-5-Methoxy-Phenyl)-1h-Benzoimidazole-5-Carboxamidine	PRSS1,PLAU
3-(5-Amino-7-Hydroxy-[1,2,3]Triazolo[4,5-D]Pyrimidin-2-Yl)-Benzoic Acid	FOLB
RU85493	SRC
Alpha-Cyclodextrin (Cyclohexa-Amylose)	
Sinefungin	RDMB,ERMC',TAQIM,RSRIM
N-Methylmesoporphyrin	HEMH
2,2':6',2''-Terpyridine Platinum(Ii)	LYTA,TNP
D-glucose	
S-Hydroxycysteine	C3,AZU,GSTP1,ACAT2,GSTA1,PMP2,PHBA,APR
Putrescine	ODC1,AMD1,POTF
[Methyltelluro]Acetate	SOXA
Pentanal	PRKACA
1-O-[O-Nitrophenyl]-Beta-D-Galactopyranose	LACZ
Xylose-Derived Lactam Oxime	CEX
Maltosyl-Alpha (1,4)-D-Gluconhydroximo-1,5-Lactam	AMY2A
L-Xylulose 5-Phosphate	ULAD
Benzhydroxamic Acid	
2'-Chloro-Biphenyl-2,3-Diol	BPHC
Carboxymycobactin S	LCN2
Duroquinone	NQO1
5-Chloryl-2,4,6-Quinazolinetriamine	DFR1,DHFRL1
2,4-Dihydroxy-3,3-Dimethyl-Butyrate	PANC
Dcka, 5,7-Dichlorokynurenic Acid	GRIN1
5-Methylpyrrole	E
7-Hydroxystaurosporine	PDPK1
N-Methyl-N-(10-Methylundecanoyl)-D-Seryl-L-Alanyl-N~1~-[(7s,10s,13s)-13-Carboxy-3,18-Dihydroxy-10-Methyl-8,11-Dioxo-9,12-Diazatricyclo[13.3.1.1~2,6~]Icosa-1(19),2(20),3,5,15,17-Hexaen-7-Yl]-N~1~-Methylglycinamide	LEPB
3-{[(1r)-1-Benzyl-2-Sulfanylethyl]Amino}-3-Oxopropanoic Acid	NPRS,NPR
alpha-D-arabinofuranose	RBSK
Guanosine-2'-Monophosphate	RNASA
L-Histidine Beta Naphthylamide	HUTP
5-Amidino-Benzimidazole	PRSS1
Balanol Analog 2	PRKACA
6-[1-(3,5,5,8,8-Pentamethyl-5,6,7,8-Tetrahydronaphthalen-2-Yl)Cyclopropyl]Pyridine-3-Carboxylic Acid	RXRB
Formic Acid	HMOX1,RNASE1,PYRD,DHLB,BLA,KATA,FFH,,MGSA,CTBP1,PGL,CITE,CASK,GMK,BUK2,GGACT,PVALB,ACYP2,,ASTA,YVYI,NOS1,,YCDX,PHZD1,OXDC,ACTIII,GPHN,,CYTH2,GCDA,,KATA,,GST,HGPRTASE,GLSA1,GLSA1,MOAE,,FBPA,GYRB,YGBM,HEMB,AROA,APR,FGF1,DEF,PABB,CA2
(S)-blebbistatin	MYH14
4-Carbamoyl-1-Beta-D-Ribofuranosyl-Imidazolium-5-Olate-5'-Phosphate	
3-[1-(3-Aminopropyl)-1h-Indol-3-Yl]-4-(1-Methyl-1h-Indol-3-Yl)-1h-Pyrrole-2,5-Dione	PDPK1,DMPK
RU78262	SRC
1-(2,6-Dichlorophenyl)-5-(2,4-Difluorophenyl)-7-Piperidin-4-Yl-3,4-Dihydroquinolin-2(1h)-One	MAPK14
2-Amino-N,3,3-Trimethylbutanamide	MMP9
N-(4-Methoxybenzyl)-N'-(5-Nitro-1,3-Thiazol-2-Yl)Urea	GSK3B
Gpi-1046	FKBP1A
1,N6-Ethenoadenine	
Inhibitor of P38 Kinase	MAPK14
Rolipram	PDE4D,PDE4B
1,4-Butanediol	MAN1B1,PLA2G2A,PLA2G2E,RSUA,MEPA
Taurine	TAUD,CBH
3-Chlorophenol	E
5-[4-Tert-Butylphenylsulfanyl]-2,4-Quinazolinediamine	DFR1,DHFRL1
3,5-Dimethyl-1-(3-Nitrophenyl)-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester	PDE4B,PDE4D
7n-Methyl-8-Hydroguanosine-5'-Diphosphate	DCPS,PAPS,EIF4E
Cytidine 3'-monophosphate	RNASE1
Phosphonotyrosine	HCK,SRC,KIT
Phenylethane Boronic Acid	CTRB1
AL5424	CA2
2'-Deoxyuridine 5'-Alpha,Beta-Imido-Triphosphate	DUT,DUT
Di-Stearoyl-3-Sn-Phosphatidylethanolamine	PSAP
N-{3-[(7ar,12as,12bs)-7-Oxo-1,3,4,6,7,7a,12a,12b-Octahydroindolo[2,3-a]Quinolizin-12(2h)-Yl]Propyl}Propane-2-Sulfonamide	ZIPA,ZIPA
2-Thioethenamine	MRSA
Trifluoroacetonyl Coenzyme A	CS
Hg9a-9, Nonanoyl-N-Hydroxyethylglucamide	PDE3B
trans-urocanic acid	HUTU
Guanosine-5'-Monophosphate	GUK1,PLED,43,DLG4,GMPR,PDE5A,HINT1,ATIC,PYRR,PURF,TGM3,GPT,COBU,PURF
O-Benzylsulfonyl-Serine	,PRSS2,CLCD,UL80,
2-Amino-3-[5-(Amino-Carboxy-Methyl)-2,3-Dihydro-Isoxazol-3-Ylsulfanyl]-Propionic Acid	
AMPCPR	NUDF,
Aminoanthracene	
6-(N-Phenylcarbamyl)-2-Naphthalenecarboxamidine	PLAU
7,9-Dimethylguanine	PAPS
Methyl alpha-D-mannoside	MBL2
Para-Iodo-D-Phenylalanine Hydroxamic Acid	
3,6-Anhydro-D-Galactose-2-Sulfate	CGIA
D-Mannuronic Acid	ALGQ1,ALGQ2
2(S)-Amino-6-Boronohexanoic Acid	ARG1
4-[2-(3-Benzyloxycarbonylamino-4-Cyclohexyl-1-Hydroxy-2-Oxo-Butylamino)-5-Guanidino-Pentanoylamino]-4-(1-Carboxy-2-Cyclohexyl-Ethylcarbamoyl)-Butyric Acid	
N-Alpha-L-Acetyl-Arginine	CS1
3-Fluoro-2-Methyl-Aniline	E
Cocarboxylase	MDLC,POX5,ACEE,POR,IPDC,CEAS,TKTA,BUDB
6((S)-3-Benzylpiperazin-1-Yl)-3-(Naphthalen-2-Yl)-4-(Pyridin-4-Yl)Pyrazine	MAPK14
Carbobenzoxy-Pro-Lys-Phe-Y(Po2)-Ala-Pro-Ome	TLL2
Cholesterol-Sulfate	RORA
Tu-514	LPXC
Coenzyme A	ACS,DBI,FRC,CRAT,CAIB,PFLB,GLCB,MVAA,COAD,ACPS,PAIA,AACC1,LACA,HMGCR,FADR,KAT5,DAPD,ACAT2,PHBA,VATD,CS,FABH,FRC,,COAA,RIML,YVBK,,,,FABH,MSHD,KAT2A,,KAT2B,MENB,CIT,AAC,AAC(6')-II,SFP,,CYSE,GLTA,FCBC,GLMU
N-(5'-Phosphopyridoxyl)-D-Alanine	ALR
2-(Pyrido[1,2-E]Purin-4-Yl)Amino-Ethanol	
5-Methylcytidine-5'-Monophosphate	
3-Methylpyridine	MMP13,MMP3
3-Bromo-7-Nitroindazole	NOS3,NOS1,NOS2
2-[3,4-Dihydroxy-2-Hydroxymethyl-5-(2-Hydroxy-Nonyl)-Tetrahydro-Furan-2-Yloxy]-6-Hydroxymethyl-Tetra Hydro-Pyran-3,4,5-Triol	SERPINA1
5,10,15,20-Tetrakis(4-Sulpfonatophenyl)-21h,23h-Porphine	
5-(4-Morpholin-4-Yl-Phenylsulfanyl)-2,4-Quinazolinediamine	DFR1,DHFRL1
2-Aminoprop-2-Enamide	
5-(Aminomethyl)-6-(2,4-Dichlorophenyl)-2-(3,5-Dimethoxyphenyl)Pyrimidin-4-Amine	DPP4
2-Oxo-3-Pentenoic Acid	XYLH
Br-Coeleneterazine	
alpha-D-glucose 6-phosphate	HK1,ALGC,GLVA,PYGM,OTSA,GLMS,BGLT,GPI,AKR1B1
1-(2-Fluorobenzyl)-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine	PCK1
L-756,423	GAG-POL
Staurosporine	LCK,PIM1,ITK,SYK,MAPKAPK2,GSK3B,CSK,CDK2,PIK3CG,PDPK1,PRKCQ,ZAP70
N-(Phosphonoacetyl)-L-Ornithine	OTC
Monoazido-Mu-Oxo-Diiron	
Compound 9	PTPN1
Dihydrofolic Acid	FOLA,PTR2
R048-8071	LSS
Imidazole-Derived Cellobiose	CEL5A
Amido Phenyl Pyruvic Acid	TPSB2
Acetyl Dithranol	ACTVA 6
Alrestatin	AKR1B1
Fidarestat	AKR1B1
4-Amino-5-Hydroxymethyl-2-Methylpyrimidine	TENA,THID
8-Oxo-2'-Deoxy-Guanosine-5'-Monophosphate	MUTT
3-phenylpropionic acid	ASPC,TYRB,
L-D-(a-Aminoadipoyl)-L-Cysteinyl-D-Valine	
Furo[2,3d]Pyrimidine Antifolate	
N-{(4s)-4-Amino-5-[(2-Aminoethyl)Amino]Pentyl}-N'-Nitroguanidine	NOS3,NOS1
L-Alpha-Glycerophospho-D-Myo-Inositol-4,5-Bis-Phosphate	TUB
N-Cyclohexyl-N'-(4-Iodophenyl)Urea	EPHX2
Alpha-Ribazole-5'-Phosphate	COBT
(6S)-5,6,7,8-tetrahydrofolate	NOS,THYA
1-(3-Mercapto-2-Methyl-Propionyl)-Pyrrolidine-2-Carboxylic Acid	ACE,BLAFEZ-1,BLAB1,,CPHA,
N-(3-Cyclopropyl(5,6,7,8,9,10-Hexahydro-2-Oxo-2h-Cycloocta[B]Pyran-3-Yl)Methyl)Phenylbenzensulfonamide	GAG-POL
Tridolgosir	MAN2A1
1-Hexadecylsulfonyl Fluoride	PPT1
2-(3,4-Dihydro-3-Oxo-2h-Benzo[B][1,4]Thiazin-2-Yl)-N-Hydroxyacetamide	DEF
2,4-Diamino-4,6-Dihydroxypyrimidine	
D-[3-hydroxy-2-methyl-5-phosphonooxymethyl-pyridin-4-ylmethyl]-N,O-cycloserylamide	PABC,ALR,ARNB,DGDA
S-Acetyl-Cysteine	KAT5,PHBA,FABH,MVAS
Isoluminol	TGT
2-(2-{2-[2-(2-Methoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol	ACTVA 6,NDOA
1,2-Dipalmitoyl-Phosphatidyl-Glycerole	NTPK
N-(3-(Aminomethyl)Benzyl)Acetamidine	NOS3,NOS2,NOS1
Amylamine	PRSS1
N-[(Furan-2-Yl)Carbonyl]-(S)-Leucyl-(R)-[1-Amino-2(1h-Indol-3-Yl)Ethyl]-Phosphonic Acid	ADAM28
2-(1,1'-Biphenyl-4-Yl)Propanoic Acid	PTGS1
1,2,4-Triazole-Carboxamidine	NOS3
2-{4-[4-(4-Chloro-Phenoxy)-Benzenesulfonyl]-Tetrahydro-Pyran-4-Yl}-N-Hydroxy-Acetamide	MMP13
3-[N-[Benzyloxycarbonyl]-Phenylalaninyl-Amino]-5-Phenyl-Pentane-1-Sulfonic Acid 4-Nitro-Phenyl Ester	
Indirubin-3'-Monoxime	CDK5,CDK1,GSK3B,CDK5R1,CDK2
Ribose-5-phosphate	RPIA,KDSA,NDX4
Gabaculine	OAT,HEML
N-Butyl-Benzenesulfonamide	
Prostaglandin D2	AKR1C3
(S)-AMPA	GRIA2
SU4984	FGFR2,FGFR1
Adenosine-5-Diphosphoribose	RFBG,EEF2,GAPDH,FUCO,SIRT5,POBA,NUDF,,NUDE,NDX4,SIRT3
Cyclohexanone	ONR
Cellobiose	CELCCG,CEL5A,
N-[3-[(1-Aminoethyl)(Hydroxy)Phosphoryl]-2-(1,1'-Biphenyl-4-Ylmethyl)Propanoyl]Alanine	MME,LTA4H
CRA_16847	PRSS1
4-Deoxylactose	LGTC
N7-Methyl-Formycin A	DEOD
Triglu-5-Formyl-Tetrahydrofolate	SHMT1
Delta-Amino Valeric Acid	GATM,ALAD
N-(2-Flouro-Benzyl)-4-Sulfamoyl-Benzamide	CA2
L-2-Amino-4-[2-Aminophenyl]-4-Oxobutanoic Acid	
WAY-151693	MMP13
2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Thiopyran-3-Carboxylic Acid	PTPN1
Biliverdine IX Alpha	HMOX1,MB,BLVRB
Butenoic Acid	
(1s)-1(9-Deazahypoxanthin-9yl)1,4-Dideoxy-1,4-Imino-D-Ribitol-5-Phosphate	LACZ
6-phospho-D-gluconic acid	PGD,GPI,GNTK
L-N(Omega)-Nitroarginine-(4r)-Amino-L-Proline Amide	NOS3,NOS1
1-Methoxy-2-[2-(2-Methoxy-Ethoxy]-Ethane	LOLB,PFN2,LOLB,,CYSE,FYN,PPIF,,,TKT2
Aminooxyacetic acid	AGXT
1-{2-[2-(2-Methoxyethoxy)Ethoxy]Ethoxy}-4-(1,1,3,3-Tetramethylbutyl)Benzene	PLA2G2A,LEPB
Bis-Benzamidine	PRSS1
Phosphoaminophosphonic Acid Guanylate Ester	RAB8B
N,N-dimethylglycine	SOXA
CRA_17312	PRSS1
1-Aminocyclopropanecarboxylic Acid	ACDS
(3,4-Dihydroxy-Phenyl)-Triphenyl-Arsonium	GAG-POL
3,5-Difluorobenzenesulfonamide	CA2
Norleucine Phosphonate	MAP
CP-526423	PYGL
A Disubstituted Succinyl Caprolactam Hydroxymate Mmp3inhibitor	MMP3
4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamine	CDK2,CCNA2
Cholesteryl Linoleate	LIP3
5-Phospho-D-Arabinohydroxamic Acid	GPI
N-2-Thiophen-2-Yl-Acetamide Boronic Acid	AMPC
Isatin	MAOB
FR221647	ADA
Cytidine	UCK2
Adenosine-2'-5'-Diphosphate	RNASE3,RNASE1,RNASE2
S-azabisabolene	
Methyl alpha-galactoside	
(S,R)-fidarestat	AKR1B1
DMP450	GAG-POL
2-Chlorodideoxyadenosine	HSP90B1
2,4-Diamino-5-Methyl-6-[(3,4,5-Trimethoxy-N-Methylanilino)Methyl]Pyrido[2,3-D]Pyrimidine	DHFR
3,5-Dinitrocatechol	COMT
[3,5-Dibromo-4-(4-Hydroxy-3-Phenethylcarbamoyl-Phenoxy)-Phenyl]-Acetic Acid	THRB
Leucine - Reduced Carbonyl	SPINK6
2-Aminoethanimidic Acid	CTSB
Hadacidin	PURA,ADSSL1,ADSS
Protoporphyrin Ix Containing Co	PTGS1,CYCS
3-Hydroxyisoxazole-4-Carboxylic Acid	
Zk-806450	PRSS1
6-Methylpurine	DEOD
Para-Isopropylaniline	CELA1
Daidzin	ALDH2
Olomoucine	CDK2,CDK5,CDK1,MAPK1
CP-271485	MMP12
6-Hydroxymethyl-7,8-Dihydropterin	FOLK,FOLB
6-Amino-4-Hydroxymethyl-Cyclohex-4-Ene-1,2,3-Triol	CGT,,,AMYE,TVAI
Butyramide	AMIC
4-iodo-acetamido phenylboronic acid	AMPC,BLA,AMPC
Glycochenodeoxycholic Acid	HDHA
(2s,3s)-Trans-2,3-Dihydro-3-Hydroxyanthranilic Acid	PHZF
Adamantanone	CAMC
4-Carboxycinnamic Acid	HBA1,HBB
Methylphosphonic Acid Diisopropyl Ester	OPD,OPD
[1-(3-Hydroxy-2-Oxo-1-Phenethyl-Propylcarbamoyl)2-Phenyl-Ethyl]-Carbamic Acid Pyridin-4-Ylmethyl Ester	
Dihydroorotic Acid	PYRC
Vanillic acid	UBIC
N-1-Methylheptylformamide	ADH1C
Zenarestat	AKR1B1
Chlorophyll A	BLM
Xanthine	XAPA,GPT
